92 76
-0.502823 -4.14498 1
-0.502823 -4.13398 1
-0.502823 -4.12298 1
-0.502823 -4.11198 1
-0.502823 -4.10098 1
-0.502823 -4.08998 1
-0.502823 -4.07898 1
-0.502823 -4.06798 1
-0.502823 -4.05698 1
-0.502823 -4.04598 1
-0.502823 -4.03498 1
-0.502823 -4.02398 1
-0.502823 -4.01298 1
-0.502823 -4.00198 1
-0.502823 -3.99098 1
-0.502823 -3.97998 0
-0.502823 -3.96898 1
-0.502823 -3.95798 1
-0.502823 -3.94698 1
-0.502823 -3.93598 1
-0.502823 -3.92498 1
-0.502823 -3.91398 1
-0.502823 -3.90298 0
-0.502823 -3.89198 1
-0.502823 -3.88098 1
-0.502823 -3.86998 1
-0.502823 -3.85898 0
-0.502823 -3.84798 1
-0.502823 -3.83698 0
-0.502823 -3.82598 1
-0.502823 -3.81498 1
-0.502823 -3.80398 1
-0.502823 -3.79298 0
-0.502823 -3.78198 1
-0.502823 -3.77098 1
-0.502823 -3.75998 1
-0.502823 -3.74898 1
-0.502823 -3.73798 1
-0.502823 -3.72698 1
-0.502823 -3.71598 1
-0.502823 -3.70498 1
-0.502823 -3.69398 0
-0.502823 -3.68298 1
-0.502823 -3.67198 1
-0.502823 -3.66098 1
-0.502823 -3.64998 1
-0.502823 -3.63898 0
-0.502823 -3.62798 1
-0.502823 -3.61698 1
-0.502823 -3.60598 1
-0.502823 -3.59498 1
-0.502823 -3.58398 1
-0.502823 -3.57298 1
-0.502823 -3.56198 1
-0.502823 -3.55098 1
-0.502823 -3.53998 1
-0.502823 -3.52898 1
-0.502823 -3.51798 1
-0.502823 -3.50698 1
-0.502823 -3.49598 1
-0.502823 -3.48498 1
-0.502823 -3.47398 1
-0.502823 -3.46298 1
-0.502823 -3.45198 0
-0.502823 -3.44098 0
-0.491823 -4.26598 0
-0.491823 -4.25498 0
-0.491823 -4.24398 0
-0.491823 -4.23298 0
-0.491823 -4.22198 0
-0.491823 -4.21098 0
-0.491823 -4.19998 0
-0.491823 -4.18898 1
-0.491823 -4.17798 1
-0.491823 -4.16698 1
-0.491823 -4.15598 1
-0.491823 -4.14498 1
-0.491823 -4.13398 1
-0.491823 -4.12298 1
-0.491823 -4.11198 1
-0.491823 -4.10098 1
-0.491823 -4.08998 1
-0.491823 -4.07898 1
-0.491823 -4.06798 1
-0.491823 -4.05698 1
-0.491823 -4.04598 1
-0.491823 -4.03498 1
-0.491823 -4.02398 1
-0.491823 -4.01298 1
-0.491823 -4.00198 1
-0.491823 -3.99098 1
-0.491823 -3.97998 1
-0.491823 -3.96898 1
-0.491823 -3.95798 1
-0.491823 -3.94698 0
-0.491823 -3.93598 1
-0.491823 -3.92498 1
-0.491823 -3.91398 1
-0.491823 -3.90298 1
-0.491823 -3.89198 1
-0.491823 -3.88098 0
-0.491823 -3.86998 1
-0.491823 -3.85898 1
-0.491823 -3.84798 1
-0.491823 -3.83698 1
-0.491823 -3.82598 1
-0.491823 -3.81498 1
-0.491823 -3.80398 1
-0.491823 -3.79298 1
-0.491823 -3.78198 1
-0.491823 -3.77098 1
-0.491823 -3.75998 1
-0.491823 -3.74898 1
-0.491823 -3.73798 1
-0.491823 -3.72698 1
-0.491823 -3.71598 1
-0.491823 -3.70498 1
-0.491823 -3.69398 1
-0.491823 -3.68298 1
-0.491823 -3.67198 1
-0.491823 -3.66098 1
-0.491823 -3.64998 1
-0.491823 -3.63898 1
-0.491823 -3.62798 1
-0.491823 -3.61698 1
-0.491823 -3.60598 1
-0.491823 -3.59498 1
-0.491823 -3.58398 1
-0.491823 -3.57298 1
-0.491823 -3.56198 1
-0.491823 -3.55098 1
-0.491823 -3.53998 1
-0.491823 -3.52898 1
-0.491823 -3.51798 1
-0.491823 -3.50698 1
-0.491823 -3.49598 1
-0.491823 -3.48498 1
-0.491823 -3.47398 1
-0.491823 -3.46298 1
-0.491823 -3.45198 0
-0.491823 -3.44098 0
-0.480823 -4.26598 0
-0.480823 -4.25498 0
-0.480823 -4.24398 0
-0.480823 -4.23298 0
-0.480823 -4.22198 0
-0.480823 -4.21098 0
-0.480823 -4.19998 0
-0.480823 -4.18898 1
-0.480823 -4.17798 1
-0.480823 -4.16698 1
-0.480823 -4.15598 1
-0.480823 -4.14498 1
-0.480823 -4.13398 1
-0.480823 -4.12298 1
-0.480823 -4.11198 1
-0.480823 -4.10098 1
-0.480823 -4.08998 1
-0.480823 -4.07898 1
-0.480823 -4.06798 1
-0.480823 -4.05698 1
-0.480823 -4.04598 1
-0.480823 -4.03498 1
-0.480823 -4.02398 1
-0.480823 -4.01298 1
-0.480823 -4.00198 1
-0.480823 -3.99098 1
-0.480823 -3.97998 0
-0.480823 -3.96898 1
-0.480823 -3.95798 1
-0.480823 -3.94698 1
-0.480823 -3.93598 0
-0.480823 -3.92498 1
-0.480823 -3.91398 1
-0.480823 -3.90298 1
-0.480823 -3.89198 1
-0.480823 -3.88098 1
-0.480823 -3.86998 1
-0.480823 -3.85898 1
-0.480823 -3.84798 1
-0.480823 -3.83698 1
-0.480823 -3.82598 1
-0.480823 -3.81498 1
-0.480823 -3.80398 1
-0.480823 -3.79298 1
-0.480823 -3.78198 1
-0.480823 -3.77098 1
-0.480823 -3.75998 1
-0.480823 -3.74898 1
-0.480823 -3.73798 1
-0.480823 -3.72698 1
-0.480823 -3.71598 1
-0.480823 -3.70498 1
-0.480823 -3.69398 1
-0.480823 -3.68298 1
-0.480823 -3.67198 1
-0.480823 -3.66098 1
-0.480823 -3.64998 1
-0.480823 -3.63898 1
-0.480823 -3.62798 1
-0.480823 -3.61698 1
-0.480823 -3.60598 1
-0.480823 -3.59498 1
-0.480823 -3.58398 1
-0.480823 -3.57298 1
-0.480823 -3.56198 1
-0.480823 -3.55098 1
-0.480823 -3.53998 1
-0.480823 -3.52898 0
-0.480823 -3.51798 1
-0.480823 -3.50698 1
-0.480823 -3.49598 1
-0.480823 -3.48498 1
-0.480823 -3.47398 1
-0.480823 -3.46298 1
-0.480823 -3.45198 0
-0.480823 -3.44098 0
-0.469823 -4.26598 0
-0.469823 -4.25498 0
-0.469823 -4.24398 0
-0.469823 -4.23298 0
-0.469823 -4.22198 0
-0.469823 -4.21098 0
-0.469823 -4.19998 0
-0.469823 -4.18898 1
-0.469823 -4.17798 1
-0.469823 -4.16698 1
-0.469823 -4.15598 1
-0.469823 -4.14498 1
-0.469823 -4.13398 1
-0.469823 -4.12298 1
-0.469823 -4.11198 1
-0.469823 -4.10098 1
-0.469823 -4.08998 1
-0.469823 -4.07898 1
-0.469823 -4.06798 1
-0.469823 -4.05698 1
-0.469823 -4.04598 1
-0.469823 -4.03498 1
-0.469823 -4.02398 1
-0.469823 -4.01298 1
-0.469823 -4.00198 1
-0.469823 -3.99098 1
-0.469823 -3.97998 1
-0.469823 -3.96898 0
-0.469823 -3.95798 1
-0.469823 -3.94698 1
-0.469823 -3.93598 1
-0.469823 -3.92498 1
-0.469823 -3.91398 1
-0.469823 -3.90298 1
-0.469823 -3.89198 1
-0.469823 -3.88098 1
-0.469823 -3.86998 1
-0.469823 -3.85898 1
-0.469823 -3.84798 1
-0.469823 -3.83698 1
-0.469823 -3.82598 1
-0.469823 -3.81498 1
-0.469823 -3.80398 1
-0.469823 -3.79298 1
-0.469823 -3.78198 1
-0.469823 -3.77098 1
-0.469823 -3.75998 1
-0.469823 -3.74898 1
-0.469823 -3.73798 1
-0.469823 -3.72698 1
-0.469823 -3.71598 1
-0.469823 -3.70498 1
-0.469823 -3.69398 1
-0.469823 -3.68298 1
-0.469823 -3.67198 1
-0.469823 -3.66098 1
-0.469823 -3.64998 1
-0.469823 -3.63898 1
-0.469823 -3.62798 1
-0.469823 -3.61698 1
-0.469823 -3.60598 1
-0.469823 -3.59498 1
-0.469823 -3.58398 1
-0.469823 -3.57298 1
-0.469823 -3.56198 1
-0.469823 -3.55098 1
-0.469823 -3.53998 1
-0.469823 -3.52898 1
-0.469823 -3.51798 1
-0.469823 -3.50698 1
-0.469823 -3.49598 1
-0.469823 -3.48498 1
-0.469823 -3.47398 1
-0.469823 -3.46298 1
-0.469823 -3.45198 0
-0.469823 -3.44098 0
-0.458823 -4.26598 0
-0.458823 -4.25498 0
-0.458823 -4.24398 0
-0.458823 -4.23298 0
-0.458823 -4.22198 0
-0.458823 -4.21098 0
-0.458823 -4.19998 1
-0.458823 -4.18898 1
-0.458823 -4.17798 1
-0.458823 -4.16698 1
-0.458823 -4.15598 1
-0.458823 -4.14498 1
-0.458823 -4.13398 1
-0.458823 -4.12298 1
-0.458823 -4.11198 1
-0.458823 -4.10098 1
-0.458823 -4.08998 1
-0.458823 -4.07898 1
-0.458823 -4.06798 1
-0.458823 -4.05698 1
-0.458823 -4.04598 1
-0.458823 -4.03498 1
-0.458823 -4.02398 1
-0.458823 -4.01298 1
-0.458823 -4.00198 1
-0.458823 -3.99098 1
-0.458823 -3.97998 1
-0.458823 -3.96898 1
-0.458823 -3.95798 1
-0.458823 -3.94698 1
-0.458823 -3.93598 1
-0.458823 -3.92498 1
-0.458823 -3.91398 1
-0.458823 -3.90298 1
-0.458823 -3.89198 1
-0.458823 -3.88098 1
-0.458823 -3.86998 1
-0.458823 -3.85898 1
-0.458823 -3.84798 1
-0.458823 -3.83698 1
-0.458823 -3.82598 1
-0.458823 -3.81498 1
-0.458823 -3.80398 1
-0.458823 -3.79298 1
-0.458823 -3.78198 1
-0.458823 -3.77098 1
-0.458823 -3.75998 1
-0.458823 -3.74898 1
-0.458823 -3.73798 1
-0.458823 -3.72698 1
-0.458823 -3.71598 1
-0.458823 -3.70498 1
-0.458823 -3.69398 1
-0.458823 -3.68298 1
-0.458823 -3.67198 1
-0.458823 -3.66098 1
-0.458823 -3.64998 1
-0.458823 -3.63898 1
-0.458823 -3.62798 1
-0.458823 -3.61698 1
-0.458823 -3.60598 1
-0.458823 -3.59498 1
-0.458823 -3.58398 1
-0.458823 -3.57298 1
-0.458823 -3.56198 1
-0.458823 -3.55098 1
-0.458823 -3.53998 1
-0.458823 -3.52898 1
-0.458823 -3.51798 1
-0.458823 -3.50698 1
-0.458823 -3.49598 1
-0.458823 -3.48498 1
-0.458823 -3.47398 1
-0.458823 -3.46298 1
-0.458823 -3.45198 0
-0.458823 -3.44098 0
-0.447823 -4.26598 0
-0.447823 -4.25498 0
-0.447823 -4.24398 0
-0.447823 -4.23298 0
-0.447823 -4.22198 0
-0.447823 -4.21098 0
-0.447823 -4.19998 1
-0.447823 -4.18898 1
-0.447823 -4.17798 1
-0.447823 -4.16698 1
-0.447823 -4.15598 1
-0.447823 -4.14498 1
-0.447823 -4.13398 0
-0.447823 -4.12298 0
-0.447823 -4.11198 0
-0.447823 -4.10098 1
-0.447823 -4.08998 0
-0.447823 -4.07898 0
-0.447823 -4.06798 0
-0.447823 -4.05698 1
-0.447823 -4.04598 1
-0.447823 -4.03498 1
-0.447823 -4.02398 1
-0.447823 -4.01298 1
-0.447823 -4.00198 1
-0.447823 -3.99098 1
-0.447823 -3.97998 1
-0.447823 -3.96898 1
-0.447823 -3.95798 0
-0.447823 -3.94698 1
-0.447823 -3.93598 1
-0.447823 -3.92498 1
-0.447823 -3.91398 1
-0.447823 -3.90298 1
-0.447823 -3.89198 1
-0.447823 -3.88098 1
-0.447823 -3.86998 0
-0.447823 -3.85898 0
-0.447823 -3.84798 0
-0.447823 -3.83698 0
-0.447823 -3.82598 1
-0.447823 -3.81498 1
-0.447823 -3.80398 1
-0.447823 -3.79298 1
-0.447823 -3.78198 1
-0.447823 -3.77098 1
-0.447823 -3.75998 1
-0.447823 -3.74898 0
-0.447823 -3.73798 0
-0.447823 -3.72698 1
-0.447823 -3.71598 1
-0.447823 -3.70498 1
-0.447823 -3.69398 1
-0.447823 -3.68298 1
-0.447823 -3.67198 1
-0.447823 -3.66098 1
-0.447823 -3.64998 1
-0.447823 -3.63898 1
-0.447823 -3.62798 1
-0.447823 -3.61698 1
-0.447823 -3.60598 1
-0.447823 -3.59498 1
-0.447823 -3.58398 1
-0.447823 -3.57298 1
-0.447823 -3.56198 1
-0.447823 -3.55098 1
-0.447823 -3.53998 1
-0.447823 -3.52898 1
-0.447823 -3.51798 1
-0.447823 -3.50698 1
-0.447823 -3.49598 1
-0.447823 -3.48498 1
-0.447823 -3.47398 1
-0.447823 -3.46298 1
-0.447823 -3.45198 0
-0.447823 -3.44098 0
-0.436823 -4.26598 0
-0.436823 -4.25498 0
-0.436823 -4.24398 0
-0.436823 -4.23298 0
-0.436823 -4.22198 0
-0.436823 -4.21098 0
-0.436823 -4.19998 0
-0.436823 -4.18898 1
-0.436823 -4.17798 1
-0.436823 -4.16698 1
-0.436823 -4.15598 1
-0.436823 -4.14498 1
-0.436823 -4.13398 0
-0.436823 -4.12298 0
-0.436823 -4.11198 0
-0.436823 -4.10098 0
-0.436823 -4.08998 0
-0.436823 -4.07898 0
-0.436823 -4.06798 0
-0.436823 -4.05698 1
-0.436823 -4.04598 1
-0.436823 -4.03498 1
-0.436823 -4.02398 1
-0.436823 -4.01298 0
-0.436823 -4.00198 0
-0.436823 -3.99098 0
-0.436823 -3.97998 0
-0.436823 -3.96898 0
-0.436823 -3.95798 0
-0.436823 -3.94698 0
-0.436823 -3.93598 0
-0.436823 -3.92498 1
-0.436823 -3.91398 1
-0.436823 -3.90298 1
-0.436823 -3.89198 1
-0.436823 -3.88098 0
-0.436823 -3.86998 0
-0.436823 -3.85898 0
-0.436823 -3.84798 0
-0.436823 -3.83698 0
-0.436823 -3.82598 0
-0.436823 -3.81498 0
-0.436823 -3.80398 1
-0.436823 -3.79298 1
-0.436823 -3.78198 1
-0.436823 -3.77098 1
-0.436823 -3.75998 1
-0.436823 -3.74898 1
-0.436823 -3.73798 1
-0.436823 -3.72698 1
-0.436823 -3.71598 1
-0.436823 -3.70498 1
-0.436823 -3.69398 1
-0.436823 -3.68298 1
-0.436823 -3.67198 1
-0.436823 -3.66098 1
-0.436823 -3.64998 1
-0.436823 -3.63898 1
-0.436823 -3.62798 1
-0.436823 -3.61698 1
-0.436823 -3.60598 1
-0.436823 -3.59498 1
-0.436823 -3.58398 1
-0.436823 -3.57298 1
-0.436823 -3.56198 0
-0.436823 -3.55098 0
-0.436823 -3.53998 1
-0.436823 -3.52898 1
-0.436823 -3.51798 1
-0.436823 -3.50698 1
-0.436823 -3.49598 1
-0.436823 -3.48498 1
-0.436823 -3.47398 1
-0.436823 -3.46298 1
-0.436823 -3.45198 0
-0.436823 -3.44098 0
-0.425823 -4.26598 0
-0.425823 -4.25498 0
-0.425823 -4.24398 0
-0.425823 -4.23298 0
-0.425823 -4.22198 0
-0.425823 -4.21098 0
-0.425823 -4.19998 0
-0.425823 -4.18898 1
-0.425823 -4.17798 1
-0.425823 -4.16698 1
-0.425823 -4.15598 1
-0.425823 -4.14498 1
-0.425823 -4.13398 0
-0.425823 -4.12298 1
-0.425823 -4.11198 0
-0.425823 -4.10098 0
-0.425823 -4.08998 0
-0.425823 -4.07898 0
-0.425823 -4.06798 0
-0.425823 -4.05698 1
-0.425823 -4.04598 1
-0.425823 -4.03498 1
-0.425823 -4.02398 1
-0.425823 -4.01298 0
-0.425823 -4.00198 0
-0.425823 -3.99098 0
-0.425823 -3.97998 0
-0.425823 -3.96898 0
-0.425823 -3.95798 0
-0.425823 -3.94698 0
-0.425823 -3.93598 1
-0.425823 -3.92498 1
-0.425823 -3.91398 1
-0.425823 -3.90298 1
-0.425823 -3.89198 1
-0.425823 -3.88098 0
-0.425823 -3.86998 1
-0.425823 -3.85898 0
-0.425823 -3.84798 1
-0.425823 -3.83698 1
-0.425823 -3.82598 0
-0.425823 -3.81498 1
-0.425823 -3.80398 1
-0.425823 -3.79298 1
-0.425823 -3.78198 1
-0.425823 -3.77098 1
-0.425823 -3.75998 1
-0.425823 -3.74898 1
-0.425823 -3.73798 1
-0.425823 -3.72698 1
-0.425823 -3.71598 1
-0.425823 -3.70498 1
-0.425823 -3.69398 1
-0.425823 -3.68298 1
-0.425823 -3.67198 1
-0.425823 -3.66098 1
-0.425823 -3.64998 1
-0.425823 -3.63898 1
-0.425823 -3.62798 1
-0.425823 -3.61698 1
-0.425823 -3.60598 1
-0.425823 -3.59498 1
-0.425823 -3.58398 1
-0.425823 -3.57298 0
-0.425823 -3.56198 0
-0.425823 -3.55098 0
-0.425823 -3.53998 0
-0.425823 -3.52898 0
-0.425823 -3.51798 0
-0.425823 -3.50698 0
-0.425823 -3.49598 1
-0.425823 -3.48498 1
-0.425823 -3.47398 1
-0.425823 -3.46298 1
-0.425823 -3.45198 0
-0.425823 -3.44098 0
-0.414823 -4.26598 0
-0.414823 -4.25498 0
-0.414823 -4.24398 0
-0.414823 -4.23298 0
-0.414823 -4.22198 0
-0.414823 -4.21098 0
-0.414823 -4.19998 1
-0.414823 -4.18898 1
-0.414823 -4.17798 1
-0.414823 -4.16698 1
-0.414823 -4.15598 1
-0.414823 -4.14498 1
-0.414823 -4.13398 1
-0.414823 -4.12298 1
-0.414823 -4.11198 1
-0.414823 -4.10098 1
-0.414823 -4.08998 1
-0.414823 -4.07898 1
-0.414823 -4.06798 1
-0.414823 -4.05698 1
-0.414823 -4.04598 1
-0.414823 -4.03498 1
-0.414823 -4.02398 1
-0.414823 -4.01298 1
-0.414823 -4.00198 1
-0.414823 -3.99098 1
-0.414823 -3.97998 1
-0.414823 -3.96898 1
-0.414823 -3.95798 1
-0.414823 -3.94698 1
-0.414823 -3.93598 1
-0.414823 -3.92498 1
-0.414823 -3.91398 1
-0.414823 -3.90298 1
-0.414823 -3.89198 1
-0.414823 -3.88098 1
-0.414823 -3.86998 1
-0.414823 -3.85898 1
-0.414823 -3.84798 1
-0.414823 -3.83698 1
-0.414823 -3.82598 1
-0.414823 -3.81498 1
-0.414823 -3.80398 1
-0.414823 -3.79298 1
-0.414823 -3.78198 1
-0.414823 -3.77098 1
-0.414823 -3.75998 1
-0.414823 -3.74898 1
-0.414823 -3.73798 1
-0.414823 -3.72698 1
-0.414823 -3.71598 1
-0.414823 -3.70498 1
-0.414823 -3.69398 1
-0.414823 -3.68298 1
-0.414823 -3.67198 1
-0.414823 -3.66098 1
-0.414823 -3.64998 1
-0.414823 -3.63898 1
-0.414823 -3.62798 1
-0.414823 -3.61698 1
-0.414823 -3.60598 1
-0.414823 -3.59498 1
-0.414823 -3.58398 1
-0.414823 -3.57298 0
-0.414823 -3.56198 0
-0.414823 -3.55098 0
-0.414823 -3.53998 0
-0.414823 -3.52898 0
-0.414823 -3.51798 0
-0.414823 -3.50698 0
-0.414823 -3.49598 1
-0.414823 -3.48498 1
-0.414823 -3.47398 1
-0.414823 -3.46298 1
-0.414823 -3.45198 0
-0.414823 -3.44098 0
-0.403823 -4.26598 0
-0.403823 -4.25498 0
-0.403823 -4.24398 0
-0.403823 -4.23298 0
-0.403823 -4.22198 0
-0.403823 -4.21098 0
-0.403823 -4.19998 0
-0.403823 -4.18898 1
-0.403823 -4.17798 1
-0.403823 -4.16698 1
-0.403823 -4.15598 1
-0.403823 -4.14498 1
-0.403823 -4.13398 1
-0.403823 -4.12298 1
-0.403823 -4.11198 1
-0.403823 -4.10098 1
-0.403823 -4.08998 1
-0.403823 -4.07898 1
-0.403823 -4.06798 0
-0.403823 -4.05698 1
-0.403823 -4.04598 1
-0.403823 -4.03498 1
-0.403823 -4.02398 1
-0.403823 -4.01298 1
-0.403823 -4.00198 0
-0.403823 -3.99098 0
-0.403823 -3.97998 0
-0.403823 -3.96898 1
-0.403823 -3.95798 0
-0.403823 -3.94698 1
-0.403823 -3.93598 1
-0.403823 -3.92498 1
-0.403823 -3.91398 1
-0.403823 -3.90298 1
-0.403823 -3.89198 1
-0.403823 -3.88098 1
-0.403823 -3.86998 0
-0.403823 -3.85898 1
-0.403823 -3.84798 1
-0.403823 -3.83698 0
-0.403823 -3.82598 1
-0.403823 -3.81498 1
-0.403823 -3.80398 1
-0.403823 -3.79298 1
-0.403823 -3.78198 1
-0.403823 -3.77098 1
-0.403823 -3.75998 1
-0.403823 -3.74898 1
-0.403823 -3.73798 1
-0.403823 -3.72698 1
-0.403823 -3.71598 1
-0.403823 -3.70498 1
-0.403823 -3.69398 1
-0.403823 -3.68298 1
-0.403823 -3.67198 1
-0.403823 -3.66098 1
-0.403823 -3.64998 1
-0.403823 -3.63898 1
-0.403823 -3.62798 1
-0.403823 -3.61698 1
-0.403823 -3.60598 1
-0.403823 -3.59498 1
-0.403823 -3.58398 1
-0.403823 -3.57298 0
-0.403823 -3.56198 0
-0.403823 -3.55098 0
-0.403823 -3.53998 0
-0.403823 -3.52898 0
-0.403823 -3.51798 0
-0.403823 -3.50698 1
-0.403823 -3.49598 1
-0.403823 -3.48498 1
-0.403823 -3.47398 1
-0.403823 -3.46298 1
-0.403823 -3.45198 0
-0.403823 -3.44098 0
-0.392823 -4.26598 0
-0.392823 -4.25498 0
-0.392823 -4.24398 0
-0.392823 -4.23298 0
-0.392823 -4.22198 0
-0.392823 -4.21098 0
-0.392823 -4.19998 0
-0.392823 -4.18898 1
-0.392823 -4.17798 1
-0.392823 -4.16698 1
-0.392823 -4.15598 1
-0.392823 -4.14498 1
-0.392823 -4.13398 0
-0.392823 -4.12298 0
-0.392823 -4.11198 0
-0.392823 -4.10098 0
-0.392823 -4.08998 0
-0.392823 -4.07898 0
-0.392823 -4.06798 1
-0.392823 -4.05698 1
-0.392823 -4.04598 1
-0.392823 -4.03498 1
-0.392823 -4.02398 1
-0.392823 -4.01298 1
-0.392823 -4.00198 0
-0.392823 -3.99098 0
-0.392823 -3.97998 0
-0.392823 -3.96898 0
-0.392823 -3.95798 0
-0.392823 -3.94698 0
-0.392823 -3.93598 1
-0.392823 -3.92498 1
-0.392823 -3.91398 1
-0.392823 -3.90298 1
-0.392823 -3.89198 1
-0.392823 -3.88098 0
-0.392823 -3.86998 0
-0.392823 -3.85898 0
-0.392823 -3.84798 0
-0.392823 -3.83698 0
-0.392823 -3.82598 0
-0.392823 -3.81498 0
-0.392823 -3.80398 1
-0.392823 -3.79298 1
-0.392823 -3.78198 1
-0.392823 -3.77098 1
-0.392823 -3.75998 1
-0.392823 -3.74898 1
-0.392823 -3.73798 1
-0.392823 -3.72698 1
-0.392823 -3.71598 1
-0.392823 -3.70498 1
-0.392823 -3.69398 1
-0.392823 -3.68298 1
-0.392823 -3.67198 1
-0.392823 -3.66098 1
-0.392823 -3.64998 1
-0.392823 -3.63898 1
-0.392823 -3.62798 1
-0.392823 -3.61698 1
-0.392823 -3.60598 1
-0.392823 -3.59498 1
-0.392823 -3.58398 1
-0.392823 -3.57298 0
-0.392823 -3.56198 0
-0.392823 -3.55098 0
-0.392823 -3.53998 0
-0.392823 -3.52898 0
-0.392823 -3.51798 0
-0.392823 -3.50698 1
-0.392823 -3.49598 1
-0.392823 -3.48498 1
-0.392823 -3.47398 1
-0.392823 -3.46298 1
-0.392823 -3.45198 0
-0.392823 -3.44098 0
-0.381823 -4.26598 0
-0.381823 -4.25498 0
-0.381823 -4.24398 0
-0.381823 -4.23298 0
-0.381823 -4.22198 0
-0.381823 -4.21098 0
-0.381823 -4.19998 1
-0.381823 -4.18898 1
-0.381823 -4.17798 1
-0.381823 -4.16698 1
-0.381823 -4.15598 1
-0.381823 -4.14498 1
-0.381823 -4.13398 0
-0.381823 -4.12298 0
-0.381823 -4.11198 0
-0.381823 -4.10098 0
-0.381823 -4.08998 0
-0.381823 -4.07898 0
-0.381823 -4.06798 0
-0.381823 -4.05698 1
-0.381823 -4.04598 1
-0.381823 -4.03498 1
-0.381823 -4.02398 1
-0.381823 -4.01298 0
-0.381823 -4.00198 0
-0.381823 -3.99098 0
-0.381823 -3.97998 0
-0.381823 -3.96898 0
-0.381823 -3.95798 0
-0.381823 -3.94698 0
-0.381823 -3.93598 1
-0.381823 -3.92498 1
-0.381823 -3.91398 1
-0.381823 -3.90298 1
-0.381823 -3.89198 1
-0.381823 -3.88098 0
-0.381823 -3.86998 0
-0.381823 -3.85898 0
-0.381823 -3.84798 0
-0.381823 -3.83698 0
-0.381823 -3.82598 0
-0.381823 -3.81498 0
-0.381823 -3.80398 1
-0.381823 -3.79298 1
-0.381823 -3.78198 1
-0.381823 -3.77098 1
-0.381823 -3.75998 1
-0.381823 -3.74898 1
-0.381823 -3.73798 1
-0.381823 -3.72698 1
-0.381823 -3.71598 1
-0.381823 -3.70498 1
-0.381823 -3.69398 1
-0.381823 -3.68298 1
-0.381823 -3.67198 1
-0.381823 -3.66098 1
-0.381823 -3.64998 1
-0.381823 -3.63898 1
-0.381823 -3.62798 1
-0.381823 -3.61698 1
-0.381823 -3.60598 1
-0.381823 -3.59498 1
-0.381823 -3.58398 1
-0.381823 -3.57298 0
-0.381823 -3.56198 0
-0.381823 -3.55098 0
-0.381823 -3.53998 0
-0.381823 -3.52898 0
-0.381823 -3.51798 0
-0.381823 -3.50698 1
-0.381823 -3.49598 1
-0.381823 -3.48498 1
-0.381823 -3.47398 1
-0.381823 -3.46298 1
-0.381823 -3.45198 0
-0.381823 -3.44098 0
-0.370823 -4.26598 0
-0.370823 -4.25498 0
-0.370823 -4.24398 0
-0.370823 -4.23298 0
-0.370823 -4.22198 0
-0.370823 -4.21098 0
-0.370823 -4.19998 0
-0.370823 -4.18898 1
-0.370823 -4.17798 1
-0.370823 -4.16698 1
-0.370823 -4.15598 1
-0.370823 -4.14498 1
-0.370823 -4.13398 0
-0.370823 -4.12298 0
-0.370823 -4.11198 0
-0.370823 -4.10098 0
-0.370823 -4.08998 0
-0.370823 -4.07898 0
-0.370823 -4.06798 1
-0.370823 -4.05698 1
-0.370823 -4.04598 1
-0.370823 -4.03498 1
-0.370823 -4.02398 1
-0.370823 -4.01298 1
-0.370823 -4.00198 0
-0.370823 -3.99098 0
-0.370823 -3.97998 0
-0.370823 -3.96898 0
-0.370823 -3.95798 0
-0.370823 -3.94698 0
-0.370823 -3.93598 1
-0.370823 -3.92498 1
-0.370823 -3.91398 1
-0.370823 -3.90298 1
-0.370823 -3.89198 1
-0.370823 -3.88098 0
-0.370823 -3.86998 0
-0.370823 -3.85898 0
-0.370823 -3.84798 0
-0.370823 -3.83698 0
-0.370823 -3.82598 0
-0.370823 -3.81498 0
-0.370823 -3.80398 1
-0.370823 -3.79298 1
-0.370823 -3.78198 1
-0.370823 -3.77098 1
-0.370823 -3.75998 1
-0.370823 -3.74898 1
-0.370823 -3.73798 1
-0.370823 -3.72698 1
-0.370823 -3.71598 1
-0.370823 -3.70498 1
-0.370823 -3.69398 1
-0.370823 -3.68298 1
-0.370823 -3.67198 1
-0.370823 -3.66098 1
-0.370823 -3.64998 1
-0.370823 -3.63898 1
-0.370823 -3.62798 1
-0.370823 -3.61698 1
-0.370823 -3.60598 1
-0.370823 -3.59498 1
-0.370823 -3.58398 1
-0.370823 -3.57298 0
-0.370823 -3.56198 0
-0.370823 -3.55098 0
-0.370823 -3.53998 0
-0.370823 -3.52898 0
-0.370823 -3.51798 0
-0.370823 -3.50698 0
-0.370823 -3.49598 1
-0.370823 -3.48498 1
-0.370823 -3.47398 1
-0.370823 -3.46298 1
-0.370823 -3.45198 0
-0.370823 -3.44098 0
-0.359823 -4.26598 0
-0.359823 -4.25498 0
-0.359823 -4.24398 0
-0.359823 -4.23298 0
-0.359823 -4.22198 0
-0.359823 -4.21098 0
-0.359823 -4.19998 0
-0.359823 -4.18898 1
-0.359823 -4.17798 1
-0.359823 -4.16698 1
-0.359823 -4.15598 1
-0.359823 -4.14498 1
-0.359823 -4.13398 0
-0.359823 -4.12298 0
-0.359823 -4.11198 0
-0.359823 -4.10098 0
-0.359823 -4.08998 0
-0.359823 -4.07898 0
-0.359823 -4.06798 1
-0.359823 -4.05698 1
-0.359823 -4.04598 1
-0.359823 -4.03498 1
